student_id,year,max_credit,min_credit,total_credit_earned
123173,1,12,4,4
123171,1,12,4,20
124617,1,12,4,16
123551,3,12,4,68
124121,2,12,4,44
123394,0,12,4,0
124193,2,12,4,36
124528,3,12,4,92
123542,2,12,4,64
123351,2,12,4,52
124910,2,12,4,36
125145,2,12,4,44
124740,4,12,4,116
124066,1,12,4,8
124176,1,12,4,24
124813,2,12,4,52
123818,4,12,4,120
123766,4,12,4,112
124065,2,12,4,64
125104,3,12,4,76
123474,3,12,4,84
124702,4,12,4,120
123980,4,12,4,116
124619,1,12,4,24
123409,2,12,4,36
123968,3,12,4,68
123667,4,12,4,108
124402,4,12,4,100
123933,4,12,4,104
124997,3,12,4,76
124780,1,12,4,32
124138,3,12,4,88
124768,1,12,4,8
124135,3,12,4,72
123316,2,12,4,44
123873,2,12,4,64
125199,2,12,4,64
124483,1,12,4,16
124977,3,12,4,80
123465,1,12,4,32
125050,3,12,4,92
124499,2,12,4,52
124124,1,12,4,32
123444,4,12,4,100
125162,3,12,4,92
124928,3,12,4,84
125258,3,12,4,72
125036,2,12,4,48
124304,1,12,4,12
124345,2,12,4,60
123626,3,12,4,76
124670,3,12,4,68
125025,1,12,4,4
125221,3,12,4,76
123955,3,12,4,96
124523,1,12,4,20
124856,2,12,4,56
124197,1,12,4,28
124634,2,12,4,44
123777,3,12,4,84
124167,1,12,4,20
124031,3,12,4,76
123788,3,12,4,96
124192,4,12,4,108
125249,3,12,4,72
123599,1,12,4,20
124770,3,12,4,88
123805,2,12,4,52
125065,2,12,4,44
124720,4,12,4,108
124116,1,12,4,16
123923,4,12,4,116
125129,3,12,4,92
124244,1,12,4,32
123262,1,12,4,12
123256,1,12,4,20
123865,2,12,4,40
124323,3,12,4,76
124478,3,12,4,68
125206,1,12,4,24
124421,1,12,4,20
123633,3,12,4,84
124718,1,12,4,24
123344,2,12,4,36
123322,1,12,4,24
124291,4,12,4,108
125078,1,12,4,4
124320,1,12,4,32
124591,1,12,4,32
124080,2,12,4,52
123439,1,12,4,28
125172,4,12,4,104
123506,1,12,4,20
124506,2,12,4,52
125190,2,12,4,36
123619,3,12,4,72
124122,4,12,4,116
124007,2,12,4,44
123709,2,12,4,56
123862,2,12,4,36
123733,4,12,4,100
125079,2,12,4,60
125174,3,12,4,84
125117,3,12,4,72
125000,2,12,4,48
123891,3,12,4,88
124914,1,12,4,8
124004,3,12,4,76
124697,4,12,4,108
123795,2,12,4,48
123286,2,12,4,36
123559,1,12,4,20
124865,4,12,4,120
123755,1,12,4,12
124798,1,12,4,12
124615,4,12,4,120
124018,4,12,4,116
125195,2,12,4,44
123900,4,12,4,116
124361,2,12,4,56
124341,1,12,4,12
123319,3,12,4,72
124691,3,12,4,76
123776,1,12,4,32
124839,3,12,4,80
125102,2,12,4,60
124150,1,12,4,24
125115,1,12,4,32
124230,2,12,4,60
123483,2,12,4,52
123627,2,12,4,36
124453,4,12,4,120
125037,4,12,4,120
123427,4,12,4,104
124221,2,12,4,44
123129,4,12,4,116
125155,0,12,4,0
123582,3,12,4,68
124785,4,12,4,104
124801,2,12,4,52
124641,4,12,4,104
124477,4,12,4,100
123142,2,12,4,44
123514,4,12,4,100
123391,2,12,4,36
124085,4,12,4,116
123527,4,12,4,100
124669,3,12,4,76
123347,1,12,4,28
125109,1,12,4,8
123190,1,12,4,16
125060,4,12,4,120
124501,3,12,4,72
125231,3,12,4,96
123815,1,12,4,24
123183,2,12,4,40
123837,2,12,4,56
124155,2,12,4,48
123348,1,12,4,16
124491,1,12,4,20
123860,3,12,4,80
123270,3,12,4,76
123977,3,12,4,68
124950,1,12,4,20
123705,1,12,4,28
124895,2,12,4,64
123424,2,12,4,60
123999,2,12,4,56
124520,4,12,4,116
124465,3,12,4,72
124800,1,12,4,32
124993,3,12,4,84
123694,3,12,4,76
123903,0,12,4,0
123629,4,12,4,100
125118,3,12,4,72
124072,4,12,4,100
124575,2,12,4,40
124936,2,12,4,52
123429,2,12,4,36
124638,0,12,4,0
124372,2,12,4,44
124048,4,12,4,104
123431,4,12,4,112
124820,1,12,4,4
124549,1,12,4,24
124748,2,12,4,60
125250,1,12,4,4
124423,1,12,4,16
123981,4,12,4,120
123486,4,12,4,112
123971,1,12,4,4
124338,2,12,4,56
125014,1,12,4,8
124566,3,12,4,72
123717,2,12,4,40
124008,1,12,4,16
124607,4,12,4,112
124265,4,12,4,112
123801,4,12,4,108
124664,4,12,4,116
125052,2,12,4,56
124878,4,12,4,116
124563,1,12,4,32
124311,3,12,4,72
124548,1,12,4,28
124343,1,12,4,24
125042,2,12,4,48
124846,4,12,4,104
124755,4,12,4,120
124821,0,12,4,0
123852,2,12,4,44
123285,2,12,4,56
124678,3,12,4,80
124502,1,12,4,24
123415,3,12,4,80
123384,2,12,4,48
124908,2,12,4,60
125086,3,12,4,84
123854,3,12,4,84
123459,1,12,4,28
124375,4,12,4,104
124381,3,12,4,80
123298,2,12,4,44
123212,4,12,4,104
124441,1,12,4,4
124686,2,12,4,56
125029,3,12,4,80
123752,3,12,4,84
125186,1,12,4,32
123940,2,12,4,36
124228,1,12,4,8
124721,1,12,4,16
124588,4,12,4,100
123561,1,12,4,20
124027,2,12,4,56
124671,0,12,4,0
124309,2,12,4,48
124773,1,12,4,24
124592,1,12,4,20
123824,2,12,4,52
123380,3,12,4,68
125071,4,12,4,120
124833,2,12,4,52
124552,2,12,4,36
124302,1,12,4,32
125198,4,12,4,112
123560,2,12,4,52
125137,3,12,4,72
123479,1,12,4,24
124489,3,12,4,92
124779,1,12,4,24
124792,3,12,4,72
124931,3,12,4,72
123571,1,12,4,4
123305,4,12,4,116
123792,1,12,4,24
123886,4,12,4,116
123528,1,12,4,28
123307,0,12,4,0
123455,1,12,4,8
124153,1,12,4,20
124379,3,12,4,76
124492,2,12,4,52
124788,1,12,4,20
123411,1,12,4,12
123283,3,12,4,76
123518,3,12,4,96
124610,3,12,4,72
125136,2,12,4,44
124108,0,12,4,0
124870,3,12,4,88
123892,1,12,4,24
124406,3,12,4,84
124443,2,12,4,40
124081,2,12,4,40
124245,2,12,4,36
124573,4,12,4,112
124274,1,12,4,8
124683,1,12,4,24
125185,2,12,4,56
123692,4,12,4,116
124105,2,12,4,64
125248,4,12,4,100
124609,2,12,4,44
125251,4,12,4,112
125146,1,12,4,4
124580,1,12,4,28
123555,3,12,4,72
123393,3,12,4,92
123961,2,12,4,52
125069,4,12,4,116
123314,2,12,4,36
125213,1,12,4,20
124884,2,12,4,36
124148,2,12,4,48
123545,3,12,4,84
124909,2,12,4,40
125105,2,12,4,48
124344,4,12,4,104
123430,4,12,4,104
124853,1,12,4,12
123327,1,12,4,32
124752,3,12,4,76
123809,3,12,4,68
123948,2,12,4,64
125012,2,12,4,40
124313,2,12,4,48
124589,4,12,4,100
124712,4,12,4,116
124334,2,12,4,52
124059,2,12,4,64
124996,3,12,4,68
123249,1,12,4,12
124471,3,12,4,76
123310,1,12,4,8
125064,4,12,4,104
123535,1,12,4,24
123783,3,12,4,76
124286,2,12,4,48
125010,1,12,4,24
123227,0,12,4,0
124141,3,12,4,80
124337,3,12,4,92
123729,2,12,4,48
124296,1,12,4,8
125116,1,12,4,12
123969,4,12,4,100
123128,2,12,4,56
124462,3,12,4,72
124815,3,12,4,68
124022,3,12,4,84
123679,3,12,4,92
124637,2,12,4,60
123365,3,12,4,92
124454,1,12,4,24
124384,3,12,4,76
123548,2,12,4,56
124932,4,12,4,112
124203,1,12,4,8
123596,3,12,4,72
123265,2,12,4,60
124322,4,12,4,108
123682,3,12,4,72
123313,2,12,4,48
125006,2,12,4,56
124023,4,12,4,116
123338,1,12,4,4
123858,4,12,4,116
123857,3,12,4,84
123591,2,12,4,36
125019,2,12,4,60
124283,1,12,4,24
124584,3,12,4,88
123378,4,12,4,104
124672,1,12,4,8
124938,4,12,4,116
123564,2,12,4,60
124980,3,12,4,84
124000,4,12,4,116
123928,4,12,4,108
123638,2,12,4,60
123728,1,12,4,32
123198,1,12,4,16
123716,4,12,4,112
124657,3,12,4,72
123149,3,12,4,80
124182,4,12,4,116
124371,2,12,4,60
124481,2,12,4,60
123489,1,12,4,8
123352,4,12,4,120
124260,4,12,4,104
124555,3,12,4,80
123673,0,12,4,0
124353,4,12,4,116
123949,3,12,4,72
124594,4,12,4,120
123732,3,12,4,88
124053,2,12,4,52
123883,4,12,4,120
124806,2,12,4,64
124013,2,12,4,40
124982,3,12,4,72
124525,1,12,4,4
124505,1,12,4,12
123625,1,12,4,32
123841,4,12,4,116
124625,2,12,4,60
123211,3,12,4,96
123856,4,12,4,104
124722,2,12,4,40
123690,3,12,4,88
124055,4,12,4,104
124867,1,12,4,24
125073,4,12,4,104
123509,3,12,4,84
124014,3,12,4,68
124143,3,12,4,68
123544,4,12,4,108
124232,1,12,4,4
123720,4,12,4,112
123320,1,12,4,20
124107,1,12,4,16
124892,1,12,4,4
124883,1,12,4,28
124939,4,12,4,104
123855,0,12,4,0
123741,2,12,4,44
123644,2,12,4,48
123620,4,12,4,104
123195,2,12,4,60
124943,2,12,4,36
125120,3,12,4,76
124807,2,12,4,40
124955,1,12,4,24
124612,4,12,4,100
123725,3,12,4,96
124810,1,12,4,24
124916,3,12,4,80
123594,1,12,4,8
124942,2,12,4,60
123767,2,12,4,48
124090,1,12,4,12
125024,2,12,4,64
123315,2,12,4,36
124351,1,12,4,32
124268,0,12,4,0
124282,2,12,4,56
124771,2,12,4,64
124915,2,12,4,52
124181,4,12,4,120
123333,1,12,4,8
124389,3,12,4,84
123838,3,12,4,68
124131,3,12,4,68
123221,0,12,4,0
124847,3,12,4,92
123184,1,12,4,16
124051,1,12,4,12
123579,1,12,4,16
123449,3,12,4,88
123237,1,12,4,12
123135,1,12,4,32
123199,3,12,4,68
123758,1,12,4,4
123517,2,12,4,36
124369,4,12,4,108
123768,1,12,4,28
124095,0,12,4,0
124142,3,12,4,72
124225,2,12,4,36
123996,1,12,4,16
124360,4,12,4,108
125074,3,12,4,96
123851,4,12,4,112
123464,3,12,4,92
124728,3,12,4,72
124098,1,12,4,4
123293,3,12,4,72
124210,4,12,4,108
124656,1,12,4,24
124106,1,12,4,32
123317,2,12,4,64
124787,2,12,4,48
123696,1,12,4,24
123358,3,12,4,92
123177,2,12,4,60
124904,4,12,4,104
124069,1,12,4,16
125099,1,12,4,8
123442,1,12,4,4
123710,3,12,4,84
124949,1,12,4,28
124772,2,12,4,56
125039,2,12,4,56
124434,3,12,4,68
123652,1,12,4,32
124557,3,12,4,84
124479,1,12,4,4
123684,4,12,4,100
124606,4,12,4,100
124822,3,12,4,88
124841,0,12,4,0
123389,3,12,4,72
123660,4,12,4,112
124046,4,12,4,120
123300,3,12,4,80
124775,2,12,4,40
123448,3,12,4,68
123580,3,12,4,84
123379,3,12,4,76
124574,0,12,4,0
124439,3,12,4,84
123334,2,12,4,44
125022,4,12,4,108
125167,4,12,4,116
123515,2,12,4,44
123169,4,12,4,108
123326,4,12,4,104
123159,4,12,4,108
124240,4,12,4,120
124327,4,12,4,108
123553,4,12,4,100
123653,1,12,4,12
123434,1,12,4,12
124962,2,12,4,56
124349,2,12,4,36
125107,1,12,4,4
124215,1,12,4,20
125237,4,12,4,100
124866,3,12,4,88
125067,1,12,4,32
125122,3,12,4,72
123188,3,12,4,92
124613,3,12,4,96
123261,3,12,4,68
124035,4,12,4,120
124005,1,12,4,32
125140,3,12,4,92
125212,2,12,4,48
124312,1,12,4,12
124836,4,12,4,100
125211,4,12,4,116
123765,2,12,4,48
124790,2,12,4,52
123373,1,12,4,32
124087,2,12,4,36
123899,2,12,4,36
124233,3,12,4,92
124842,3,12,4,76
123375,3,12,4,88
125061,1,12,4,12
123719,1,12,4,28
125080,1,12,4,24
123406,3,12,4,80
124578,4,12,4,104
123390,2,12,4,52
124123,4,12,4,100
124855,1,12,4,24
124837,4,12,4,116
123219,1,12,4,20
125096,2,12,4,48
123822,3,12,4,68
124605,4,12,4,100
124582,3,12,4,80
124461,2,12,4,60
123992,2,12,4,56
123672,4,12,4,100
123960,3,12,4,92
124519,4,12,4,120
124470,2,12,4,36
123688,1,12,4,8
124440,3,12,4,92
123151,4,12,4,108
123901,4,12,4,112
123669,4,12,4,116
125008,4,12,4,104
124516,1,12,4,28
124630,1,12,4,16
123798,1,12,4,4
123209,0,12,4,0
123924,2,12,4,36
124812,4,12,4,112
125236,4,12,4,112
124727,2,12,4,52
123868,3,12,4,96
124614,4,12,4,120
123153,3,12,4,84
123170,2,12,4,40
125017,3,12,4,72
124083,3,12,4,92
124456,1,12,4,20
123164,3,12,4,72
124279,3,12,4,72
124976,2,12,4,60
123192,1,12,4,12
124356,4,12,4,120
123382,3,12,4,88
123461,3,12,4,84
124651,2,12,4,44
124130,2,12,4,48
123350,2,12,4,64
124229,1,12,4,28
124859,1,12,4,12
124248,2,12,4,56
123549,2,12,4,36
123228,3,12,4,84
124026,1,12,4,28
124888,3,12,4,88
123950,1,12,4,28
124893,3,12,4,84
123385,2,12,4,44
125030,2,12,4,44
124934,2,12,4,52
125034,3,12,4,84
125164,1,12,4,16
124102,4,12,4,100
123463,3,12,4,84
124357,1,12,4,12
123658,2,12,4,64
124272,1,12,4,24
123408,3,12,4,76
125194,3,12,4,92
124696,1,12,4,8
123189,4,12,4,112
124154,1,12,4,20
125177,1,12,4,16
123276,3,12,4,80
125054,2,12,4,48
125181,2,12,4,40
124137,1,12,4,32
124378,4,12,4,112
123816,1,12,4,24
123978,4,12,4,112
123754,3,12,4,84
123123,1,12,4,4
124674,2,12,4,40
124407,2,12,4,48
124020,2,12,4,36
124413,4,12,4,112
123278,2,12,4,36
125232,3,12,4,80
124475,2,12,4,56
123251,1,12,4,12
124751,1,12,4,12
124662,2,12,4,40
124986,3,12,4,88
123995,1,12,4,32
124741,3,12,4,96
124395,1,12,4,28
123245,0,12,4,0
124278,2,12,4,48
123800,3,12,4,80
123997,3,12,4,96
124435,1,12,4,12
124377,4,12,4,116
124376,1,12,4,12
124290,3,12,4,88
124756,2,12,4,40
124414,4,12,4,104
124415,3,12,4,68
124707,4,12,4,104
125004,1,12,4,32
123422,2,12,4,44
124301,4,12,4,116
123727,2,12,4,48
123473,4,12,4,108
124206,3,12,4,84
123353,1,12,4,12
124147,1,12,4,12
123916,3,12,4,76
125077,2,12,4,40
123469,4,12,4,108
123943,1,12,4,24
123846,1,12,4,28
125235,2,12,4,52
123844,4,12,4,100
124202,3,12,4,96
123148,1,12,4,32
124811,3,12,4,84
123908,1,12,4,28
123799,2,12,4,44
125143,2,12,4,56
124243,4,12,4,116
124967,1,12,4,8
124093,1,12,4,28
124711,3,12,4,84
124078,3,12,4,72
123647,2,12,4,56
124690,2,12,4,44
124409,2,12,4,60
124103,2,12,4,60
124906,3,12,4,92
124437,3,12,4,84
123848,2,12,4,40
125244,4,12,4,108
123124,3,12,4,84
123927,2,12,4,64
124254,3,12,4,96
123739,1,12,4,28
123721,2,12,4,52
124482,1,12,4,8
125033,1,12,4,12
124742,2,12,4,44
123569,0,12,4,0
123592,3,12,4,76
124365,4,12,4,108
124472,4,12,4,116
124978,0,12,4,0
123181,3,12,4,84
124713,4,12,4,108
123590,0,12,4,0
124010,3,12,4,84
124328,4,12,4,116
123248,4,12,4,100
125045,3,12,4,76
124685,4,12,4,116
124835,1,12,4,24
124990,4,12,4,112
123144,1,12,4,8
124445,4,12,4,112
125097,3,12,4,88
125189,2,12,4,44
124264,1,12,4,20
124724,1,12,4,8
124043,3,12,4,84
123525,2,12,4,60
123597,4,12,4,120
125134,1,12,4,8
123866,1,12,4,16
123374,3,12,4,76
123236,4,12,4,104
124284,3,12,4,68
124796,1,12,4,4
124703,2,12,4,64
124827,3,12,4,80
123162,4,12,4,100
123480,2,12,4,48
125159,3,12,4,76
123954,3,12,4,76
124129,3,12,4,68
124262,2,12,4,40
123575,1,12,4,20
124830,3,12,4,68
125075,3,12,4,72
123637,3,12,4,84
125103,2,12,4,60
124237,2,12,4,56
123330,3,12,4,72
124736,3,12,4,68
124677,2,12,4,36
123797,3,12,4,96
124933,1,12,4,32
124918,3,12,4,88
124177,1,12,4,16
124989,2,12,4,60
124965,2,12,4,64
124579,2,12,4,52
124776,2,12,4,64
124850,3,12,4,76
124429,4,12,4,108
123368,3,12,4,80
124774,3,12,4,84
123176,3,12,4,80
124275,2,12,4,64
125084,1,12,4,4
123693,2,12,4,48
123609,2,12,4,36
124331,2,12,4,64
124019,2,12,4,52
124249,3,12,4,88
124308,4,12,4,112
123616,3,12,4,92
124466,3,12,4,72
123843,1,12,4,20
123543,1,12,4,8
123756,1,12,4,28
123887,2,12,4,64
124134,1,12,4,20
123472,3,12,4,76
124803,4,12,4,116
124292,3,12,4,96
124537,2,12,4,48
124001,1,12,4,4
123642,3,12,4,68
125225,4,12,4,116
125210,4,12,4,120
124858,3,12,4,80
124003,4,12,4,120
124024,1,12,4,28
124324,2,12,4,52
124040,3,12,4,72
123763,1,12,4,4
125233,2,12,4,60
124567,3,12,4,80
124975,4,12,4,104
123953,1,12,4,4
123196,1,12,4,16
125245,2,12,4,64
124695,3,12,4,88
123516,4,12,4,108
124522,2,12,4,52
123252,3,12,4,92
125101,1,12,4,16
123587,1,12,4,20
123938,2,12,4,44
123150,1,12,4,12
124183,0,12,4,0
123636,3,12,4,72
124693,4,12,4,116
123397,3,12,4,76
124623,1,12,4,16
123708,1,12,4,28
123269,4,12,4,104
123540,1,12,4,32
124758,3,12,4,88
124987,1,12,4,28
124876,2,12,4,52
123203,1,12,4,8
123304,3,12,4,76
124495,2,12,4,56
124708,2,12,4,44
123556,3,12,4,68
125062,1,12,4,32
124455,2,12,4,60
124817,2,12,4,44
123216,3,12,4,72
123803,3,12,4,72
124348,3,12,4,88
123225,3,12,4,84
124011,3,12,4,72
123343,1,12,4,28
124881,1,12,4,16
124896,4,12,4,112
124593,4,12,4,120
124342,3,12,4,80
124166,3,12,4,96
125141,1,12,4,16
125196,4,12,4,120
123407,2,12,4,40
124845,1,12,4,12
123849,3,12,4,80
123454,2,12,4,48
123233,4,12,4,104
124208,4,12,4,112
123913,1,12,4,32
124546,1,12,4,12
125253,3,12,4,80
123425,4,12,4,108
125165,2,12,4,48
123336,2,12,4,56
124753,1,12,4,12
124115,3,12,4,88
125224,3,12,4,92
125257,4,12,4,120
123973,2,12,4,44
124464,1,12,4,28
123780,4,12,4,104
124034,2,12,4,56
124266,1,12,4,20
124446,3,12,4,72
123539,1,12,4,20
124517,4,12,4,120
123172,1,12,4,28
123156,2,12,4,52
124179,2,12,4,36
123769,3,12,4,96
123726,2,12,4,48
123208,3,12,4,76
124044,2,12,4,60
124765,2,12,4,40
124947,4,12,4,108
125040,3,12,4,88
124577,2,12,4,40
124889,0,12,4,0
124871,4,12,4,108
123945,4,12,4,120
124700,2,12,4,60
123617,1,12,4,20
123563,3,12,4,68
123743,1,12,4,28
124834,3,12,4,80
124570,4,12,4,112
124542,3,12,4,76
123531,2,12,4,36
123426,3,12,4,76
124152,4,12,4,100
124733,2,12,4,64
124622,3,12,4,96
124715,2,12,4,56
124480,4,12,4,108
124797,1,12,4,8
124271,4,12,4,116
124188,1,12,4,32
125170,2,12,4,48
124412,1,12,4,28
125227,4,12,4,108
123831,1,12,4,20
123405,2,12,4,48
123504,3,12,4,76
125256,1,12,4,28
123634,4,12,4,120
124554,4,12,4,120
123876,1,12,4,32
124397,3,12,4,88
125142,2,12,4,48
124692,3,12,4,76
123674,1,12,4,24
124901,4,12,4,116
125068,3,12,4,92
124944,1,12,4,32
123812,4,12,4,116
123428,2,12,4,44
123303,1,12,4,8
123125,2,12,4,40
124216,3,12,4,96
124762,0,12,4,0
123624,3,12,4,68
123376,2,12,4,56
123595,3,12,4,92
123457,1,12,4,16
125222,1,12,4,12
124226,1,12,4,20
123359,1,12,4,8
123259,4,12,4,116
124527,3,12,4,88
124550,1,12,4,8
124261,2,12,4,52
123242,1,12,4,20
124726,0,12,4,0
125149,4,12,4,108
124585,1,12,4,4
124484,1,12,4,32
123632,1,12,4,8
123423,4,12,4,108
123484,3,12,4,68
123456,2,12,4,36
123897,3,12,4,92
124430,1,12,4,12
123292,4,12,4,120
123496,3,12,4,92
124373,1,12,4,8
124872,2,12,4,48
123861,1,12,4,8
124795,2,12,4,64
123748,1,12,4,8
125126,2,12,4,48
124723,2,12,4,52
123523,4,12,4,112
123413,3,12,4,80
124572,3,12,4,96
124168,3,12,4,84
125201,2,12,4,44
123538,2,12,4,52
124038,4,12,4,116
123264,2,12,4,36
123936,4,12,4,108
123744,4,12,4,108
124140,1,12,4,20
124490,2,12,4,40
123889,3,12,4,92
124504,4,12,4,112
125240,4,12,4,108
124919,4,12,4,120
124840,1,12,4,32
124601,2,12,4,64
123781,3,12,4,88
124273,2,12,4,44
124828,1,12,4,32
123934,1,12,4,20
123918,3,12,4,92
125203,4,12,4,100
123234,1,12,4,12
123975,2,12,4,60
124355,2,12,4,52
124171,3,12,4,92
124306,1,12,4,32
123827,1,12,4,4
125259,2,12,4,44
123244,3,12,4,96
124151,2,12,4,52
124159,1,12,4,16
124219,3,12,4,72
124305,3,12,4,84
123446,3,12,4,76
124597,1,12,4,4
123452,1,12,4,24
125150,2,12,4,40
124029,3,12,4,88
124960,3,12,4,72
125229,1,12,4,32
124604,1,12,4,12
125111,1,12,4,28
124067,3,12,4,76
125151,3,12,4,96
124730,1,12,4,24
123680,1,12,4,8
123231,3,12,4,84
124410,3,12,4,68
124666,1,12,4,20
125128,1,12,4,24
125173,1,12,4,12
123166,4,12,4,116
124041,4,12,4,120
124025,1,12,4,32
124659,2,12,4,64
124380,0,12,4,0
125044,0,12,4,0
123932,4,12,4,116
123586,4,12,4,104
124432,3,12,4,80
123511,4,12,4,120
123764,1,12,4,24
124408,4,12,4,120
123601,0,12,4,0
125182,1,12,4,4
125153,3,12,4,84
123524,3,12,4,76
123730,2,12,4,56
123420,3,12,4,76
123753,4,12,4,120
123253,3,12,4,96
124077,4,12,4,104
124951,2,12,4,52
125066,1,12,4,20
123371,4,12,4,100
123410,2,12,4,48
123145,1,12,4,32
123163,1,12,4,8
125215,3,12,4,80
124390,1,12,4,12
123761,4,12,4,116
123263,2,12,4,44
124984,3,12,4,84
124293,4,12,4,112
123182,4,12,4,100
125188,1,12,4,24
123193,2,12,4,44
123226,3,12,4,68
124979,4,12,4,120
123309,3,12,4,80
123557,1,12,4,12
123210,0,12,4,0
123279,2,12,4,36
123912,1,12,4,12
123230,4,12,4,112
124956,1,12,4,24
123691,3,12,4,84
123878,2,12,4,36
124655,2,12,4,52
124524,3,12,4,76
123850,1,12,4,8
123165,1,12,4,12
124037,1,12,4,32
123931,2,12,4,52
123921,4,12,4,120
124994,3,12,4,80
123707,1,12,4,12
123606,0,12,4,0
124545,3,12,4,76
124518,1,12,4,12
123811,1,12,4,28
123833,4,12,4,116
125049,3,12,4,76
124362,1,12,4,32
125089,3,12,4,76
125183,4,12,4,100
124595,2,12,4,52
123614,3,12,4,96
123604,4,12,4,112
124452,3,12,4,68
124643,1,12,4,28
125200,2,12,4,56
123581,1,12,4,4
123806,2,12,4,64
123576,2,12,4,56
124281,1,12,4,20
124400,1,12,4,20
124653,4,12,4,108
124935,4,12,4,108
123325,1,12,4,16
123907,3,12,4,76
123318,1,12,4,4
124200,4,12,4,108
124347,0,12,4,0
124316,4,12,4,104
123990,2,12,4,40
124954,1,12,4,24
124603,0,12,4,0
124321,1,12,4,12
124925,3,12,4,84
123700,3,12,4,92
123339,1,12,4,20
123574,1,12,4,8
123501,1,12,4,32
125238,3,12,4,76
124959,2,12,4,60
123356,3,12,4,92
123130,3,12,4,96
124536,2,12,4,56
124911,4,12,4,104
125051,4,12,4,112
124681,3,12,4,84
125108,4,12,4,120
124676,3,12,4,84
123566,4,12,4,116
124258,4,12,4,108
125026,1,12,4,28
124431,3,12,4,84
123845,2,12,4,48
124486,2,12,4,64
124734,4,12,4,104
124394,4,12,4,112
124211,2,12,4,56
123258,0,12,4,0
123893,1,12,4,12
123478,3,12,4,68
123640,2,12,4,56
124543,4,12,4,112
125218,4,12,4,116
124632,2,12,4,60
124854,3,12,4,92
124921,4,12,4,108
123884,2,12,4,36
124359,1,12,4,20
123510,1,12,4,20
123775,2,12,4,52
124056,0,12,4,0
125171,0,12,4,0
124556,0,12,4,0
124907,2,12,4,36
124958,1,12,4,24
124096,1,12,4,8
124109,1,12,4,24
123141,2,12,4,36
123774,1,12,4,4
125202,1,12,4,20
124894,1,12,4,4
124869,1,12,4,16
123870,0,12,4,0
124146,3,12,4,68
124754,4,12,4,100
123139,1,12,4,4
123706,3,12,4,80
123157,2,12,4,56
124917,2,12,4,44
123476,4,12,4,104
124905,3,12,4,92
124496,4,12,4,108
124448,3,12,4,84
123257,0,12,4,0
125163,1,12,4,4
124782,2,12,4,48
124534,3,12,4,96
124952,1,12,4,24
123987,1,12,4,24
125002,3,12,4,84
124213,4,12,4,116
124170,4,12,4,120
123683,2,12,4,52
123993,1,12,4,4
124047,3,12,4,72
123970,4,12,4,100
125252,3,12,4,96
125144,3,12,4,80
